AccMeanX,AccMeanY,AccMeanZ,AccStdX,AccStdY,AccStdZ,AccEnergyX,AccEnergyY,AccEnergyZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroMaxX,GyroMaxY,GyroMaxZ,CorrX,CorrY,CorrZ,Label
0.807529779393226,1.3908903716132,8.78925153827667,3.33865683481922,2.11229767262844,4.2113212908438,11.7541472874492,6.37853027780666,94.9152287097542,-0.0325990832448006,-0.208903044727165,-0.126399264205247,3.86086010932922,2.15842890739441,2.44713044166565,0.298421891322235,-0.533751785215823,0.882209764651635,0
-2.38609402820561,1.2493501296863,7.60436401566863,6.13256786795612,1.72042336193013,4.28550827736379,43.151399811906,4.50889286464502,76.1184709533681,-0.0284880870946217,-0.214974254295696,-0.325061454452574,2.95497369766235,2.0254168510437,3.48129487037659,0.90132898370647,0.54329985859918,0.857584895294447,0
-2.7615278987661,1.19696645458788,7.8656315420419,6.51333925445301,1.42412388044609,5.0948780912419,49.8799302262876,3.45274500495808,87.7221111887226,0.0733939090734348,-0.435851123455912,-0.262938288982958,3.92560982704163,2.27219915390015,4.17643928527832,0.862997275269791,0.103844949917599,0.786904451198806,0
-2.63630670699477,1.01797375106066,7.81823448252492,6.95264699452582,1.87494940590562,5.63641371680984,55.0960560829126,4.53764409145553,92.7668733724356,-0.0761347819794901,-0.502065748831839,-0.221474891063757,4.52912712097168,2.70513701438904,6.2411789894104,0.86891974176302,0.418367339890759,0.640870007844797,0
-3.86829451775551,0.356329578459263,6.49291705456376,7.88332162158225,2.78518728369458,6.46595584192137,76.8618752262463,7.85320990091793,83.7993224873233,0.107722608902142,-0.596174706982798,-0.251245447584428,4.58188915252686,2.5915195941925,5.11477661132812,0.945552016705525,0.0353468275975796,0.896415963357091,0
-2.93856807336211,0.778863772064447,6.59480346690118,9.18347070204249,2.28861878539312,4.36014453328013,92.6339719205148,5.82345361650932,62.42624967674,-0.000320690597291104,-0.0584776304899715,-0.383514033487998,4.48820018768311,1.89026689529419,7.11896657943726,0.295964354408303,0.269395410504278,-0.177418301280763,2
-1.88957376262546,-1.80264730232581,7.69380774700642,11.4103358115183,3.52604903155774,6.35422860810311,133.245469282693,15.63282698244,99.4093939671158,-0.299656924586161,-0.0817374717737548,-0.395381271491759,5.69103479385376,3.45159244537354,9.43606281280518,-0.0643614840374662,-0.154962067793794,0.0653737232041581,2
-2.0248352252692,-0.89909832572937,7.54132754454762,9.02530817733675,3.40977521094993,4.70647359266545,85.2303206346089,12.3884385205811,78.933911237896,-0.22072201962152,-0.030344751466997,-0.161703791877255,5.26527452468872,3.06920194625854,9.10307502746582,-0.552986628113867,-0.57020463957851,0.389958259575368,2
-3.20605689790845,-0.496845694512129,8.10972817587852,9.34756442658504,2.67925600011294,4.43231956032095,97.3062536989478,7.39655470743986,85.3345659447025,-0.365246646715677,-0.234536943623796,-0.735221862714738,5.57069778442383,3.16693758964539,8.81964206695557,-0.027855495916149,-0.22242305688927,0.110993857317378,2
-2.0057500616014,-0.855970091614407,7.65462289485335,10.7462344138061,4.90160136772155,5.26051775621103,119.042661169779,24.6622779819159,86.155606537571,-0.417134153912775,-0.302867845716304,-0.473153423557058,6.41916465759277,3.378901720047,13.3040246963501,-0.187426002748793,-0.021035317614993,0.0901175668496711,2
